"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0154081678443789,6225
2013,2,0.0134917672372682,6213
2013,3,0.0218392997127725,6239
2013,4,0.0302266444536803,6207
2014,1,0.0187569472928137,6072
2014,2,0.00737411394282086,6422
2014,3,0.0045636751161336,6711
2014,4,0.00415456730883056,7095
2015,1,0.012854253390359,6913
2015,2,0.00831130077323225,6996
2015,3,-0.00527632925406495,7192
2015,4,-0.0164707702147946,7167
2016,1,-0.0310269553755742,7042
2016,2,0.00205498082014064,7317
2016,3,0.00646685470871759,7429
2016,4,0.0187787095190747,7320
2017,1,0.00758446436914515,7217
2017,2,0.0138284040333276,7233
2017,3,0.0320351029576361,7231
2017,4,0.0358879543507393,7135
2018,1,-0.00197235138045379,6784
2018,2,-0.00783712909140139,6923
2018,3,-0.0144930865941243,7141
2018,4,-0.015866159294049,7104
2019,1,-0.0159429486493003,6805
2019,2,0.00102023247415028,6812
2019,3,0.0067601448151763,6642
2019,4,0.00247514069095238,6287
2020,1,-0.00778151538191641,5677
2020,2,0.0157219590364695,4120
2020,3,-0.0236909956357302,4204
2020,4,-0.0400212602066394,4262
2021,1,-0.054796979658434,3439
2021,2,-0.0667412240979525,1687
2021,3,-0.080056198581928,2791
2021,4,-0.0956221443009065,2435
2022,1,-0.0130305856398938,2397
2022,2,-0.0202844550206465,3108
2022,3,0.00834567119728197,4605
2022,4,0.0343133006596787,5265
2023,1,0.0182926829010365,5470
2023,2,0.0470323912769823,5739
2023,3,0.0438829588053595,5768
2023,4,0.0440576055563705,5761
2024,1,0.0456192656093664,5692
2024,2,0.0299718772422565,5982
2024,3,0.0298953600890917,6031
2024,4,0.0224201798793741,5813
2025,1,0.0208596201520269,5791
2025,2,0.0243094373163356,6006
2025,3,0.0244946635270731,6364
