"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0909090909090909,89
2013,2,0.0526315789473684,113
2013,3,0.0857142857142857,125
2013,4,0.1275,122
2014,1,0.0454545454545455,127
2014,2,0.0666666666666667,165
2014,3,0.0702196001311046,152
2014,4,0,147
2015,1,0.111111111111111,187
2015,2,0.0741758241758242,190
2015,3,0.09375,215
2015,4,0.104972375690608,208
2016,1,0,195
2016,2,0.0714285714285714,255
2016,3,0.0434523372319604,230
2016,4,0,256
2017,1,0.1,237
2017,2,0.0333333333333333,235
2017,3,0.0734501347708895,252
2017,4,0.0647727272727273,237
2018,1,0.0165183133131997,240
2018,2,0,213
2018,3,0.032258064516129,227
2018,4,0.0181430096051227,220
2019,1,0,216
2019,2,0,203
2019,3,0,262
2019,4,0.0121951219512195,224
2020,1,0,207
2020,2,0,174
2020,3,0,200
2020,4,0,188
2021,1,0,174
2021,2,0,78
2021,3,0,102
2021,4,0,82
2022,1,0,69
2022,2,0.0588235294117647,101
2022,3,0.125,152
2022,4,0.0416666666666667,167
2023,1,0.045,164
2023,2,0.0801282051282051,166
2023,3,0.166666666666667,155
2023,4,0.050125313283208,160
2024,1,0.0256410256410256,157
2024,2,0,172
2024,3,0,164
2024,4,0.0588235294117647,175
2025,1,0.075070821529745,177
2025,2,0.075070821529745,197
