"ano_final","trimestre","mediana_variacao","obs"
2013,1,-0.0585292871581902,199
2013,2,-0.0558443378911613,162
2013,3,-0.0544556998706691,186
2013,4,-0.0554372495032845,175
2014,1,-0.0234392552832143,177
2014,2,-0.0467569669957778,180
2014,3,-0.059262193744836,191
2014,4,-0.0592810388319364,193
2015,1,-0.0692285450778857,199
2015,2,-0.0474154920538347,200
2015,3,-0.0817935346960601,191
2015,4,-0.0887998176421001,221
2016,1,-0.095625158350536,203
2016,2,-0.0841823891761158,215
2016,3,-0.0846359823730681,221
2016,4,-0.0660884156799379,220
2017,1,-0.0452941077856099,238
2017,2,-0.034620164443874,229
2017,3,-0.0267510539894456,225
2017,4,-0.0249939492379204,256
2018,1,-0.0279108660681665,248
2018,2,-0.0255171802501499,254
2018,3,-0.041409507705208,242
2018,4,-0.0420063002348432,284
2019,1,-0.0385160790694385,296
2019,2,-0.0408904353094522,301
2019,3,-0.0315326342360273,332
2019,4,-0.02996507399649,305
2020,1,-0.0346420123085521,266
2020,2,-0.0206142885875588,213
2020,3,-0.0253231027162402,203
2020,4,-0.0429326999175826,179
2021,1,-0.0502666767374188,228
2021,2,-0.0767352761377639,119
2021,3,-0.0887379037453049,145
2021,4,-0.0921848273023601,139
2022,1,-0.033714491452774,94
2022,2,0.0353649902389546,133
2022,3,0.00847154175130161,206
2022,4,-0.00235894294104538,237
2023,1,-0.0427250786757828,230
2023,2,0.000905569090513795,249
2023,3,-0.0346468696464276,275
2023,4,-0.0413652894436963,280
2024,1,-0.0338352963266769,283
2024,2,-0.0355699026449179,321
2024,3,-0.0344328999229904,305
2024,4,-0.044196432407384,284
2025,1,-0.0443745075372221,305
2025,2,-0.0407316945448475,314
2025,3,-0.0450677026190447,340
