"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0475,10675
2013,2,0.0344827586206897,11053
2013,3,0.0236220472440945,11134
2013,4,0.0430769230769231,10831
2014,1,0.0342857142857143,12011
2014,2,0.0332718327183272,12404
2014,3,0.00555555555555556,12924
2014,4,0,13103
2015,1,0,12634
2015,2,0,12849
2015,3,0,12838
2015,4,0,13091
2016,1,0,13023
2016,2,0,13359
2016,3,0,13731
2016,4,0,14036
2017,1,0,13435
2017,2,0,13669
2017,3,0,13906
2017,4,0,13717
2018,1,0,13550
2018,2,0,13498
2018,3,0,13167
2018,4,0,13259
2019,1,0,13003
2019,2,0,13203
2019,3,0,13177
2019,4,0,12642
2020,1,0,11946
2020,2,0,10162
2020,3,0,9923
2020,4,0,9882
2021,1,0,7823
2021,2,0,4130
2021,3,0,5702
2021,4,0,5198
2022,1,0,4717
2022,2,0.0207368333313488,6070
2022,3,0.01,8550
2022,4,0.0182821590174531,9420
2023,1,0,9993
2023,2,0.00153846153846154,10616
2023,3,0,10583
2023,4,0,10447
2024,1,0.00857142857142857,10444
2024,2,0,10935
2024,3,0,11282
2024,4,0,10865
2025,1,0,11663
2025,2,0.0128205128205128,12147
2025,3,0.012,12125
