"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0366666666666667,2775
2013,2,0.0032258064516129,2929
2013,3,0.0191846522781775,2947
2013,4,0,2859
2014,1,0.0416666666666667,3048
2014,2,0.0324483775811209,3101
2014,3,0,3140
2014,4,0,3305
2015,1,0,3472
2015,2,0,3501
2015,3,0,3539
2015,4,0,3393
2016,1,0,3503
2016,2,0,3778
2016,3,0,3705
2016,4,0,3707
2017,1,0,3784
2017,2,0,3847
2017,3,0,3979
2017,4,0,4116
2018,1,0,3901
2018,2,0,4051
2018,3,0,4143
2018,4,0,4115
2019,1,0,4248
2019,2,0,4120
2019,3,0,4233
2019,4,0,4161
2020,1,0,3920
2020,2,0,3184
2020,3,0,3191
2020,4,0,3075
2021,1,0,2610
2021,2,0,1456
2021,3,0,2014
2021,4,0,1898
2022,1,0,1765
2022,2,0.0666666666666667,2166
2022,3,0.0625,3133
2022,4,0.1,3477
2023,1,0.05,3864
2023,2,0.0153846153846154,4130
2023,3,0,4199
2023,4,0,4017
2024,1,0,3996
2024,2,0.00125,4109
2024,3,0,4307
2024,4,0.0227272727272727,4137
2025,1,0,4274
2025,2,0.0344827586206897,4305
2025,3,0.0216216216216216,4515
