"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.06,2001
2013,2,0.090032154340836,2143
2013,3,0.0666666666666667,2150
2013,4,0.0790909090909091,2095
2014,1,0.0588235294117647,2043
2014,2,0.0400641025641026,2130
2014,3,0.04570100697134,2333
2014,4,0,2351
2015,1,0.0408333333333333,2286
2015,2,0,2358
2015,3,0,2509
2015,4,0,2417
2016,1,0,2402
2016,2,0,2384
2016,3,0,2413
2016,4,0,2543
2017,1,0,2534
2017,2,0,2571
2017,3,0,2528
2017,4,0,2545
2018,1,0,2433
2018,2,0,2450
2018,3,0,2408
2018,4,0,2545
2019,1,0,2357
2019,2,0,2426
2019,3,0,2419
2019,4,0,2362
2020,1,0,2247
2020,2,0,1774
2020,3,0,1880
2020,4,0,1849
2021,1,0,1613
2021,2,0,773
2021,3,0,1262
2021,4,0,1133
2022,1,0,914
2022,2,0.0909090909090909,1134
2022,3,0.0666666666666667,1630
2022,4,0.0769230769230769,1884
2023,1,0.0160946175377415,1984
2023,2,0.04,2021
2023,3,0,2040
2023,4,0,2017
2024,1,0.0416666666666667,2060
2024,2,0.0696969696969697,2082
2024,3,0.0513157894736842,2166
2024,4,0.0555555555555556,2022
2025,1,0.0357142857142857,2081
2025,2,0.04,2145
2025,3,0.0526315789473684,2153
