"ano_final","trimestre","mediana_variacao","obs"
2013,1,-0.0528018374307989,399
2013,2,-0.0566413783691419,352
2013,3,-0.0545966995893638,718
2013,4,-0.0546928348126557,276
2014,1,-0.051599582636936,484
2014,2,-0.0592308512303191,848
2014,3,-0.0609224877535903,964
2014,4,-0.0592810388319363,867
2015,1,-0.0694549129951268,400
2015,2,-0.0784320662330544,483
2015,3,-0.088841252656623,767
2015,4,-0.0939623630150763,1184
2016,1,-0.0915099744856426,463
2016,2,-0.244132243218102,1
2016,3,-0.078013734477457,764
2016,4,-0.0628001361915263,1151
2017,1,-0.0452941077856099,579
2017,2,-0.0308628477442971,1382
2017,3,-0.0244810376455402,1529
2017,4,-0.026441299303106,306
2018,1,-0.0279108660681665,730
2018,2,-0.0330081044040456,741
2018,3,-0.0399207334312351,800
2018,4,-0.0405038861224799,860
2019,1,-0.0398413770310996,749
2019,2,-0.0419968679706273,555
2019,3,-0.0303569458632125,583
2019,4,-0.0319841985971215,833
2020,1,-0.034642012308552,581
2020,2,-0.0140851672143465,18478
2020,3,-0.0212471617204182,18392
2020,4,-0.0361990709203356,757
2021,1,-0.0497081848408888,542
2021,2,-0.0737353488256904,263
2021,3,-0.0887379037453049,400
2021,4,-0.0921848273023601,193
2022,1,-0.0913585812878072,178
2022,2,-0.0996831862286273,195
2022,3,-0.0704577383401921,424
2022,4,-0.0457346410740433,300
2023,1,-0.0395135374498234,704
2023,2,-0.0279775986000046,422
2023,3,-0.0427751472704353,343
2023,4,-0.03893636499578,448
2024,1,-0.0394154881039606,824
2024,2,-0.0339765307645533,889
2024,3,-0.0372083035994326,572
2024,4,-0.0397921885709275,861
2025,1,-0.0456826838696055,905
2025,2,-0.0480581414663616,1022
