"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0666666666666667,2628
2013,2,0.0586989912408153,2812
2013,3,0,2901
2013,4,0.0222222222222222,2879
2014,1,0.0309278350515464,3051
2014,2,0,3007
2014,3,0,3331
2014,4,0,3206
2015,1,0,3591
2015,2,0,3796
2015,3,0,3602
2015,4,0,3791
2016,1,0,3665
2016,2,0,3996
2016,3,0,4207
2016,4,0,3929
2017,1,0,4124
2017,2,0,4263
2017,3,0,4472
2017,4,0,4633
2018,1,0,4358
2018,2,0,4508
2018,3,0,4785
2018,4,0,4731
2019,1,0,4849
2019,2,0,4767
2019,3,0,5019
2019,4,0,4812
2020,1,0,4506
2020,2,0,4283
2020,3,0,4265
2020,4,0,4484
2021,1,0,3630
2021,2,0,2150
2021,3,0,2825
2021,4,0,2450
2022,1,0,2330
2022,2,0.0714285714285714,2870
2022,3,0.0888888888888889,3537
2022,4,0.092436974789916,4257
2023,1,0.0742574257425743,4529
2023,2,0.0707972270363951,4811
2023,3,0.0454545454545455,5030
2023,4,0.0153846153846154,4885
2024,1,0.0160010240655402,5064
2024,2,0.0555142283622624,5270
2024,3,0.0145248578242524,5452
2024,4,0.0196039215686275,5292
2025,1,0.0285714285714286,5150
2025,2,0.0394805194805195,5450
