"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0154081678443789,7965
2013,2,0.0134917672372682,8307
2013,3,0.0218392997127724,8353
2013,4,0.0267971214832562,8213
2014,1,0.0130223047597302,8564
2014,2,0.0058508258948853,8779
2014,3,0.00432611187304206,9109
2014,4,0.00154947630667928,9488
2015,1,-0.00537326873593018,9613
2015,2,-0.0057959029323442,9496
2015,3,-0.018889743950689,9749
2015,4,-0.0294317180460164,9354
2016,1,-0.0579428732818083,9451
2016,2,-0.00886475152480875,9631
2016,3,-0.0146478345509061,9833
2016,4,0.0103590507627186,9753
2017,1,0.00149313535082729,9669
2017,2,0.0131218363796586,9983
2017,3,0.0209262395218292,10123
2017,4,0.0237291198286128,9958
2018,1,-0.002174094240006,9799
2018,2,-0.0124093149337855,9807
2018,3,-0.0234097497912127,9749
2018,4,-0.0256525442857408,9970
2019,1,-0.0334785564825937,9571
2019,2,-0.00686081910781346,9407
2019,3,-0.0259885098820649,9734
2019,4,-0.0258521581906749,9107
2020,1,-0.0303582820186633,8506
2020,2,-0.0140851672143464,6934
2020,3,-0.0225177340499983,7051
2020,4,-0.0369186803699561,7001
2021,1,-0.0502666767374189,6399
2021,2,-0.0699825931871095,3534
2021,3,-0.0868003251249095,5287
2021,4,-0.0839366740895539,4685
2022,1,-0.0304731314399132,4082
2022,2,-0.0193284444577677,5388
2022,3,0.014042631856082,7794
2022,4,0.0376293543355632,8687
2023,1,0.0231661077809764,9101
2023,2,0.0420312821673341,9688
2023,3,0.0355078813102741,9581
2023,4,0.0359193428099751,9623
2024,1,0.0303532261549679,9547
2024,2,0.0289966361703835,10097
2024,3,0.0231408609353735,10476
2024,4,0.0187132757079402,10168
2025,1,0.0198009995569805,9991
2025,2,0.0206674360733507,10560
2025,3,0.0209862718459412,10621
