"ano_final","trimestre","mediana_variacao","obs"
2013,1,0,47
2013,2,0,50
2013,3,0,63
2013,4,0.0341758241758242,48
2014,1,0,35
2014,2,0,45
2014,3,0,65
2014,4,0,59
2015,1,0,66
2015,2,0,48
2015,3,0,65
2015,4,0.0936089245261494,64
2016,1,0.1,63
2016,2,0.0252100840336134,68
2016,3,0,51
2016,4,0,66
2017,1,0,74
2017,2,0,71
2017,3,0,94
2017,4,0,66
2018,1,0,76
2018,2,0.00907150480256137,62
2018,3,0,67
2018,4,0,85
2019,1,0,89
2019,2,0,79
2019,3,0.0461215932914046,61
2019,4,0,55
2020,1,0,72
2020,2,0,44
2020,3,0,67
2020,4,0,48
2021,1,0,47
2021,2,0,41
2021,3,0,52
2021,4,0,55
2022,1,0,29
2022,2,0,47
2022,3,0.05,85
2022,4,0.115425219941349,90
2023,1,0.111111111111111,92
2023,2,0.072017916077322,152
2023,3,0.0333333333333333,131
2023,4,0.0891089108910891,124
2024,1,0.0859927035330261,124
2024,2,0.0681818181818182,108
2024,3,0.0696969696969697,125
2024,4,0.0681818181818182,120
2025,1,0,124
2025,2,0.0714285714285714,85
