"ano_final","trimestre","mediana_variacao","obs"
2013,1,0,399
2013,2,0,352
2013,3,0,718
2013,4,0,276
2014,1,0,484
2014,2,0,848
2014,3,0,964
2014,4,0,867
2015,1,0,400
2015,2,0,483
2015,3,0,767
2015,4,0,1184
2016,1,0,463
2016,2,-0.166666666666667,1
2016,3,0,764
2016,4,0,1151
2017,1,0,579
2017,2,0,1382
2017,3,0,1529
2017,4,0,306
2018,1,0,730
2018,2,0,741
2018,3,0,800
2018,4,0,860
2019,1,0,749
2019,2,0,555
2019,3,0,583
2019,4,0,833
2020,1,0,581
2020,2,0,18478
2020,3,0,18392
2020,4,0,757
2021,1,0,542
2021,2,0,263
2021,3,0,400
2021,4,0,193
2022,1,0,178
2022,2,0,195
2022,3,0,424
2022,4,0,300
2023,1,0,704
2023,2,0,422
2023,3,0,343
2023,4,0,448
2024,1,0,824
2024,2,0,889
2024,3,0,572
2024,4,0,861
2025,1,0,905
2025,2,0,1022
