"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0184034721743033,5387
2013,2,0.00987726015238089,5540
2013,3,0.0181543185283869,5508
2013,4,0.0267971214832562,5463
2014,1,0.0130223047597301,5596
2014,2,0.0058508258948853,5718
2014,3,0.00341404935958131,5951
2014,4,-0.00791421430366461,6081
2015,1,-0.0109654026139586,6072
2015,2,-0.0166962074551529,6350
2015,3,-0.0561200821719161,6225
2015,4,-0.0500332140935809,6307
2016,1,-0.058707405609198,6295
2016,2,-0.028698644796109,6430
2016,3,-0.0214306315228716,6663
2016,4,0.00451418637684451,6744
2017,1,0.00279893544775016,6785
2017,2,0.0113617742250602,6822
2017,3,0.0169311528499189,7373
2017,4,0.0261881487801848,7128
2018,1,-0.00282260473589225,7010
2018,2,-0.0174858368160531,6916
2018,3,-0.0275200400229124,6898
2018,4,-0.0269717132715771,7238
2019,1,-0.0333470987093546,6951
2019,2,-0.00668895856523334,7111
2019,3,-0.0241580538552454,6989
2019,4,-0.0258521581906751,6946
2020,1,-0.0303582820186633,6402
2020,2,-0.0135474886193989,5576
2020,3,-0.0205588517535052,5531
2020,4,-0.0351343150259885,5456
2021,1,-0.049708184840889,4709
2021,2,-0.0731265035501021,2606
2021,3,-0.0868003251249095,3578
2021,4,-0.090415665623941,3199
2022,1,-0.0405759221235325,2949
2022,2,-0.0193284444577677,3903
2022,3,0.0106763191978826,5589
2022,4,0.0343133006596787,6247
2023,1,0.0191655499128129,6516
2023,2,0.0448144136010192,7066
2023,3,0.0355078813102741,7066
2023,4,0.0234294740517296,6991
2024,1,0.0313433494047991,7163
2024,2,0.0278353935136402,7395
2024,3,0.0230322343443695,7822
2024,4,0.016690623866077,6701
2025,1,0.0176494261577025,6895
2025,2,0.0174031166580079,7006
2025,3,0.0208261543207582,7147
