"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0222857142857143,1470
2013,2,0.0430769230769231,1501
2013,3,0,1428
2013,4,0,1473
2014,1,0,1517
2014,2,0.0342857142857143,1480
2014,3,0,1442
2014,4,0,1619
2015,1,0,1680
2015,2,0,1749
2015,3,0,1659
2015,4,0,1767
2016,1,0,1825
2016,2,0,1992
2016,3,0,2034
2016,4,0,2075
2017,1,0,2114
2017,2,0,2085
2017,3,0,2239
2017,4,0,2304
2018,1,0,2223
2018,2,0,2172
2018,3,0,2147
2018,4,0,2227
2019,1,0,2254
2019,2,0,2208
2019,3,0,2258
2019,4,0,2079
2020,1,0,2025
2020,2,0,1603
2020,3,0,1619
2020,4,0,1604
2021,1,0,1524
2021,2,0,837
2021,3,0,1258
2021,4,0,1055
2022,1,0,936
2022,2,0.1,1105
2022,3,0.0322628385378126,1560
2022,4,0.101818181818182,1633
2023,1,0.0742574257425743,1780
2023,2,0,1869
2023,3,0,1841
2023,4,0,1678
2024,1,0,1729
2024,2,0,1769
2024,3,0,1860
2024,4,0,1738
2025,1,0.00981872418540615,1724
2025,2,0.0666666666666667,1780
