"ano_final","trimestre","mediana_variacao","obs"
2013,1,-0.0427731784999493,1470
2013,2,-0.0210782813690258,1501
2013,3,-0.0545261997300164,1428
2013,4,-0.052776785470253,1473
2014,1,-0.043278957291604,1517
2014,2,-0.023984488316869,1480
2014,3,-0.0552556741166662,1442
2014,4,-0.0596453085146585,1619
2015,1,-0.069454912995127,1680
2015,2,-0.0718511124668454,1749
2015,3,-0.0792640213066309,1659
2015,4,-0.0939559422744981,1767
2016,1,-0.0915099744856426,1825
2016,2,-0.076307161149759,1992
2016,3,-0.0780137344774573,2034
2016,4,-0.0516563835928868,2075
2017,1,-0.0408228182442269,2114
2017,2,-0.0264805800501434,2085
2017,3,-0.0162934450969424,2239
2017,4,-0.0235713604922836,2304
2018,1,-0.0279108660681665,2223
2018,2,-0.0282696479378995,2172
2018,3,-0.0309365629389711,2147
2018,4,-0.0364645132997499,2227
2019,1,-0.0356048083883135,2254
2019,2,-0.0397993266130589,2208
2019,3,-0.0287183828444596,2258
2019,4,-0.030694631883084,2079
2020,1,-0.0355181455520371,2025
2020,2,-0.0147557999589601,1603
2020,3,-0.0192931648268169,1619
2020,4,-0.0369186803699561,1604
2021,1,-0.0502666767374189,1524
2021,2,-0.0737353488256906,837
2021,3,-0.0892840925469489,1258
2021,4,-0.0921848273023602,1055
2022,1,-0.0909120323818783,936
2022,2,-0.0219011473390942,1105
2022,3,-0.0492824346752472,1560
2022,4,0.0410167551919528,1633
2023,1,0.021649107996555,1780
2023,2,-0.0274077808875302,1869
2023,3,-0.0431410688451387,1841
2023,4,-0.0440777522034602,1678
2024,1,-0.033835296326677,1729
2024,2,-0.0333346852353784,1769
2024,3,-0.0335587333098932,1860
2024,4,-0.0349351597709641,1738
2025,1,-0.0407321325090881,1724
2025,2,0.0138887051700663,1780
2025,3,-0.0433718905833709,1904
