"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.090032154340836,5387
2013,2,0.090032154340836,5540
2013,3,0.090032154340836,5508
2013,4,0.090032154340836,5463
2014,1,0.0678466076696165,5596
2014,2,0.0678466076696165,5718
2014,3,0.0678466076696165,5951
2014,4,0.0576923076923077,6081
2015,1,0.0666666666666667,6072
2015,2,0.0710403726708075,6350
2015,3,0.0359116022099447,6225
2015,4,0.05,6307
2016,1,0.04,6295
2016,2,0.0588235294117647,6430
2016,3,0.0666666666666667,6663
2016,4,0.0763378267973856,6744
2017,1,0.0588235294117647,6785
2017,2,0.0483870967741935,6822
2017,3,0.0411111111111111,7373
2017,4,0.0528089887640449,7128
2018,1,0.0181430096051227,7010
2018,2,0,6916
2018,3,0.0019171146953405,6898
2018,4,0,7238
2019,1,0,6951
2019,2,0.036036036036036,7111
2019,3,0,6989
2019,4,0,6946
2020,1,0,6402
2020,2,0,5576
2020,3,0,5531
2020,4,0,5456
2021,1,0,4709
2021,2,0,2606
2021,3,0,3578
2021,4,0,3199
2022,1,0.0666666666666667,2949
2022,2,0.101818181818182,3903
2022,3,0.101818181818182,5589
2022,4,0.101818181818182,6247
2023,1,0.0742574257425743,6516
2023,2,0.0742574257425743,7066
2023,3,0.0882231705542893,7066
2023,4,0.0714285714285714,6991
2024,1,0.08,7163
2024,2,0.0696969696969697,7395
2024,3,0.0696969696969697,7822
2024,4,0.0696969696969697,6701
2025,1,0.0714285714285714,6895
2025,2,0.075070821529745,7006
2025,3,0.075070821529745,7147
