"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0714285714285714,8924
2013,2,0.0771704180064309,9314
2013,3,0.0588235294117647,9192
2013,4,0.0666666666666667,9146
2014,1,0.0629166666666667,8994
2014,2,0.0637068011314721,9308
2014,3,0.0342857142857143,9458
2014,4,0,9549
2015,1,0.0204081632653061,9678
2015,2,0,10190
2015,3,0,10078
2015,4,0,10202
2016,1,0,9760
2016,2,0,10320
2016,3,0.0117471264367816,10564
2016,4,0.00786713286713287,10057
2017,1,0.0161081081081081,10060
2017,2,0,10017
2017,3,0,10604
2017,4,0,10581
2018,1,0,10108
2018,2,0,10002
2018,3,0,10241
2018,4,0,10134
2019,1,0,9976
2019,2,0,9810
2019,3,0,9998
2019,4,0,9647
2020,1,0,9049
2020,2,0,8063
2020,3,0,7871
2020,4,0,7981
2021,1,0,6970
2021,2,0,3837
2021,3,0,5083
2021,4,0,4523
2022,1,0.0298573975044563,4472
2022,2,0.0909090909090909,5697
2022,3,0.0909090909090909,7546
2022,4,0.101818181818182,8648
2023,1,0.0726072607260726,9120
2023,2,0.0724876441515651,9795
2023,3,0.0542857142857143,10019
2023,4,0.0212632978723404,9330
2024,1,0.0526315789473684,9611
2024,2,0.0606060606060606,10079
2024,3,0.0476190476190476,10275
2024,4,0.05,9829
2025,1,0.0416666666666667,9897
2025,2,0.0623229461756374,10077
2013,1,0.090032154340836,902
2013,2,0.0845489555374023,926
2013,3,0.090032154340836,971
2013,4,0.090032154340836,949
2014,1,0.0678466076696165,930
2014,2,0.0625,931
2014,3,0.0678466076696165,1170
2014,4,0.0588235294117647,1105
2015,1,0.0559027777777778,1078
2015,2,0.05,1128
2015,3,0.0666666666666667,1089
2015,4,0.0123045023696682,1110
2016,1,0.0200119474313023,1116
2016,2,0.0434782608695652,1175
2016,3,0.0714285714285714,1255
2016,4,0.0666666666666667,1358
2017,1,0.0625,1272
2017,2,0.04,1251
2017,3,0.00418410041841004,1405
2017,4,0.0505681818181818,1444
2018,1,0.0181430096051227,1406
2018,2,0.0138740661686233,1377
2018,3,0,1448
2018,4,0,1553
2019,1,0,1515
2019,2,0,1519
2019,3,0,1545
2019,4,0,1548
2020,1,0,1387
2020,2,0,1134
2020,3,0,1119
2020,4,0,1208
2021,1,0,1197
2021,2,0,593
2021,3,0,885
2021,4,0,822
2022,1,0.101818181818182,781
2022,2,0.101818181818182,988
2022,3,0.101818181818182,1627
2022,4,0.101818181818182,1837
2023,1,0.0742574257425743,2089
2023,2,0.0891089108910891,2125
2023,3,0.0891089108910891,2192
2023,4,0.0726072607260726,2208
2024,1,0.0714285714285714,2090
2024,2,0.0696969696969697,2255
2024,3,0.0696969696969697,2428
2024,4,0.0666666666666667,2338
2025,1,0.0690140845070423,2311
2025,2,0.075070821529745,2247
2013,1,0,47
2013,2,0,50
2013,3,0,63
2013,4,0.0341758241758242,48
2014,1,0,35
2014,2,0,45
2014,3,0,65
2014,4,0,59
2015,1,0,66
2015,2,0,48
2015,3,0,65
2015,4,0.0936089245261494,64
2016,1,0.1,63
2016,2,0.0252100840336134,68
2016,3,0,51
2016,4,0,66
2017,1,0,74
2017,2,0,71
2017,3,0,94
2017,4,0,66
2018,1,0,76
2018,2,0.00907150480256137,62
2018,3,0,67
2018,4,0,85
2019,1,0,89
2019,2,0,79
2019,3,0.0461215932914046,61
2019,4,0,55
2020,1,0,72
2020,2,0,44
2020,3,0,67
2020,4,0,48
2021,1,0,47
2021,2,0,41
2021,3,0,52
2021,4,0,55
2022,1,0,29
2022,2,0,47
2022,3,0.05,85
2022,4,0.115425219941349,90
2023,1,0.111111111111111,92
2023,2,0.072017916077322,152
2023,3,0.0333333333333333,131
2023,4,0.0891089108910891,124
2024,1,0.0859927035330261,124
2024,2,0.0681818181818182,108
2024,3,0.0696969696969697,125
2024,4,0.0681818181818182,120
2025,1,0,124
2025,2,0.0714285714285714,85
2013,1,0.090032154340836,7965
2013,2,0.090032154340836,8307
2013,3,0.090032154340836,8353
2013,4,0.090032154340836,8213
2014,1,0.0678466076696165,8564
2014,2,0.0678466076696165,8779
2014,3,0.0678466076696165,9109
2014,4,0.0678466076696165,9488
2015,1,0.0678466076696165,9613
2015,2,0.0791388441169698,9496
2015,3,0.0714285714285714,9749
2015,4,0.0666666666666667,9354
2016,1,0.0352941176470588,9451
2016,2,0.0833333333333333,9631
2016,3,0.0736842105263158,9833
2016,4,0.0833333333333333,9753
2017,1,0.0615384615384615,9669
2017,2,0.0526315789473684,9983
2017,3,0.0444444444444444,10123
2017,4,0.0458906112898508,9958
2018,1,0.0181430096051227,9799
2018,2,0.0181430096051227,9807
2018,3,0.0105263157894737,9749
2018,4,0.00421052631578947,9970
2019,1,0,9571
2019,2,0.036036036036036,9407
2019,3,0,9734
2019,4,0,9107
2020,1,0,8506
2020,2,0,6934
2020,3,0,7051
2020,4,0,7001
2021,1,0,6399
2021,2,0,3534
2021,3,0,5287
2021,4,0,4685
2022,1,0.0714285714285714,4082
2022,2,0.101818181818182,5388
2022,3,0.101818181818182,7794
2022,4,0.101818181818182,8687
2023,1,0.0742574257425743,9101
2023,2,0.0742574257425743,9688
2023,3,0.0891089108910891,9581
2023,4,0.0836083608360836,9623
2024,1,0.0778625954198473,9547
2024,2,0.0696969696969697,10097
2024,3,0.0696969696969697,10476
2024,4,0.0696969696969697,10168
2025,1,0.075070821529745,9991
2025,2,0.075070821529745,10560
2013,1,0.152250803858521,22
2013,2,0,7
2013,3,0.0276515151515152,20
2013,4,0.122700964630225,8
2014,1,0.0678466076696165,19
2014,2,0.0344827586206897,19
2014,3,1.08646616541353,6
2014,4,0.0342857142857143,13
2015,1,0,15
2015,2,0.0883977900552486,27
2015,3,-0.0889466173941678,16
2015,4,-0.333333333333333,7
2016,1,0.00761421319796954,16
2016,2,0.116751269035533,21
2016,3,0.116751269035533,26
2016,4,0,19
2017,1,0.053030303030303,26
2017,2,0,21
2017,3,0.111111111111111,31
2017,4,0.0647727272727273,30
2018,1,0,36
2018,2,0,23
2018,3,0.0285520242830808,22
2018,4,0.039553752535497,27
2019,1,0,38
2019,2,0.0461215932914046,42
2019,3,0,30
2019,4,0.0344827586206897,33
2020,1,0.0470941883767535,33
2020,2,0.00100200400801603,30
2020,3,0.115495391705069,16
2020,4,0,19
2021,1,0,39
2021,2,0,23
2021,3,0.0526315789473684,25
2021,4,0,34
2022,1,0,25
2022,2,0.101818181818182,23
2022,3,0.123737373737374,56
2022,4,0,63
2023,1,0.0742574257425743,67
2023,2,0,76
2023,3,0.0891089108910891,74
2023,4,0.0840998685939553,87
2024,1,0.0153846153846154,79
2024,2,0.0844854070660522,91
2024,3,0.0666666666666667,91
2024,4,0,71
2025,1,0.0681818181818182,82
2025,2,0.0690140845070423,89
