"ano_final","trimestre","mediana_variacao","obs"
2013,1,-0.00936869657907985,528
2013,2,0.0102296466889656,527
2013,3,0.0218392997127725,585
2013,4,-0.0222348020374193,517
2014,1,-0.00163903820297623,503
2014,2,-0.00687403098674639,549
2014,3,-0.0191857094315277,577
2014,4,-0.00170019385762122,577
2015,1,-0.0658943343472558,630
2015,2,-0.00579590293234408,576
2015,3,-0.018889743950689,580
2015,4,-0.0286159227853837,567
2016,1,-0.0856293282485907,555
2016,2,-0.0156393324274582,565
2016,3,0.00705833181502208,599
2016,4,-0.000353197244020109,616
2017,1,-0.0452941077856098,559
2017,2,-0.0155854372042936,512
2017,3,0.0156236308068097,541
2017,4,-0.0235713604922836,531
2018,1,-0.0197569111566929,503
2018,2,-0.0255171802501499,475
2018,3,-0.0293487135025878,499
2018,4,-0.0262755554393498,452
2019,1,-0.0334785564825938,439
2019,2,-0.0395289019117162,404
2019,3,-0.0259885098820648,369
2019,4,-0.02996507399649,369
2020,1,-0.0346420123085522,367
2020,2,-0.0200282411479618,237
2020,3,-0.0231567405694063,205
2020,4,-0.0349801190058181,222
2021,1,-0.0507385289529516,265
2021,2,-0.0378334155784083,119
2021,3,-0.0880360244680404,220
2021,4,-0.0921848273023601,182
2022,1,-0.0830243278292107,185
2022,2,-0.0264262902810591,231
2022,3,0.00834567119728197,391
2022,4,0.0366852472978196,460
2023,1,0.0163035464080617,514
2023,2,0.0381858802447575,547
2023,3,0.0397245833693484,533
2023,4,-0.0326438449878285,479
2024,1,0.0271847416504487,457
2024,2,0.0127245958459758,463
2024,3,0.0150957172716212,538
2024,4,0.0187811149792535,234
2025,1,-0.0354004444686902,246
2025,2,0.0209010944049238,275
2025,3,-0.00896448325376871,265
