"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0154861699871129,2307
2013,2,0.0134917672372682,2476
2013,3,0.0151537026797224,2362
2013,4,0.018070577852457,2255
2014,1,0.0127616994058671,2285
2014,2,-0.00261329114341915,2343
2014,3,-0.00608026505762315,2451
2014,4,-0.0302809712776109,2430
2015,1,-0.0283389810307513,2430
2015,2,-0.0421535851411912,2645
2015,3,-0.0770025386885369,2584
2015,4,-0.0618480889208085,2443
2016,1,-0.0793961367061311,2433
2016,2,-0.0412981837366181,2384
2016,3,-0.033096847627804,2501
2016,4,-0.00799340954947667,2410
2017,1,-0.00554349831844833,2342
2017,2,0.00441110969360947,2462
2017,3,-0.00815637000528698,2480
2017,4,0.0143103766873559,2470
2018,1,-0.0104682322655788,2361
2018,2,-0.027437594099803,2530
2018,3,-0.0309365629389711,2430
2018,4,-0.0346089528189635,2396
2019,1,-0.0334785564825937,2420
2019,2,-0.0357399768434369,2356
2019,3,-0.0281561790476148,2381
2019,4,-0.0283806300863658,2195
2020,1,-0.0303582820186634,2078
2020,2,-0.0135474886193989,1834
2020,3,-0.0198754135609089,1800
2020,4,-0.0351343150259885,1788
2021,1,-0.049708184840889,1563
2021,2,-0.0653235989368797,799
2021,3,-0.0883598455605112,1136
2021,4,-0.0921848273023601,989
2022,1,-0.0660751809915206,856
2022,2,-0.0194732634892773,1156
2022,3,0.0106763191978826,1463
2022,4,0.0368663076745928,1694
2023,1,0.0221617973146937,1795
2023,2,0.0369012615187011,1979
2023,3,0.00757379043900689,2002
2023,4,0.0114576024547731,1941
2024,1,0.0212923859254669,1923
2024,2,0.0227453476639652,1994
2024,3,0.021153595099945,2009
2024,4,-0.00606022627645759,2030
2025,1,0.0136382062284253,1975
2025,2,0.0200417964082781,2065
2025,3,0.0189783200141618,2043
