"ano_final","trimestre","mediana_variacao","obs"
2013,1,-0.111111111111111,22667
2013,2,-0.1,23573
2013,3,-0.111111111111111,23583
2013,4,-0.125,23230
2014,1,-0.107142857142857,23616
2014,2,-0.111111111111111,24202
2014,3,-0.109471094710947,24957
2014,4,-0.115044247787611,25295
2015,1,-0.1,25403
2015,2,-0.1,25620
2015,3,-0.124444444444444,25838
2015,4,-0.152688172043011,25929
2016,1,-0.142857142857143,25527
2016,2,-0.130845471470814,26354
2016,3,-0.135899665183583,26995
2016,4,-0.142857142857143,27025
2017,1,-0.125,26655
2017,2,-0.125,26824
2017,3,-0.127272727272727,27605
2017,4,-0.142857142857143,27467
2018,1,-0.133333333333333,26528
2018,2,-0.133333333333333,26806
2018,3,-0.142857142857143,26668
2018,4,-0.142857142857143,26997
2019,1,-0.14052364529518,26131
2019,2,-0.142857142857143,25967
2019,3,-0.142857142857143,26477
2019,4,-0.142857142857143,25375
2020,1,-0.130518394648829,23580
2020,2,-0.128877621787783,19654
2020,3,-0.129166666666667,19368
2020,4,-0.147058823529412,19405
2021,1,0,15697
2021,2,0,8448
2021,3,0,11895
2021,4,0,10642
2022,1,-0.1,9965
2022,2,-0.1,12973
2022,3,-0.123191619915849,18170
2022,4,-0.103448275862069,20551
2023,1,-0.111111111111111,21492
2023,2,-0.12,22794
2023,3,-0.12,22814
2023,4,-0.133333333333333,22046
2024,1,-0.117647058823529,22257
2024,2,-0.1,23494
2024,3,-0.114285714285714,24249
2024,4,-0.12,23365
2025,1,-0.111111111111111,23329
2025,2,-0.1,24020
