"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.00832755552480151,8924
2013,2,0.00970929716809401,9314
2013,3,-0.00196416094816366,9192
2013,4,0.0092727711166016,9146
2014,1,0.00338350613696492,8994
2014,2,-0.00646639358400909,9308
2014,3,-0.0287255444765707,9458
2014,4,-0.0577244475487624,9549
2015,1,-0.0554349589110638,9678
2015,2,-0.0690493446304892,10190
2015,3,-0.079264021306631,10078
2015,4,-0.0857561626215377,10202
2016,1,-0.0818752954804324,9760
2016,2,-0.0753432175830575,10320
2016,3,-0.0699668958156436,10564
2016,4,-0.0516563835928867,10057
2017,1,-0.0319007094415197,10060
2017,2,-0.0221310551015041,10017
2017,3,-0.0193878168947213,10604
2017,4,-0.0219082616697431,10581
2018,1,-0.0197569111566931,10108
2018,2,-0.030007891082764,10002
2018,3,-0.0399207334312351,10241
2018,4,-0.0378250781658611,10134
2019,1,-0.0352721586478231,9976
2019,2,-0.0387128883250482,9810
2019,3,-0.0281561790476149,9998
2019,4,-0.0283806300863656,9647
2020,1,-0.0330544243940422,9049
2020,2,-0.0147557999589598,8063
2020,3,-0.0198754135609091,7871
2020,4,-0.0360220606350386,7981
2021,1,-0.0497081848408889,6970
2021,2,-0.0737353488256904,3837
2021,3,-0.0892840925469491,5083
2021,4,-0.0921848273023602,4523
2022,1,-0.0720917514360258,4472
2022,2,-0.0243736096793278,5697
2022,3,0.00518182028607004,7546
2022,4,0.0343133006596789,8648
2023,1,0.0182531934138115,9120
2023,2,0.0368238948266619,9795
2023,3,0.00731381056695518,10019
2023,4,-0.0228725706947759,9330
2024,1,0.0107164824167032,9611
2024,2,0.0181017680272543,10079
2024,3,0.00418978408008976,10275
2024,4,0.00346041554749932,9829
2025,1,-0.00721176338017871,9897
2025,2,0.00599058535165491,10077
2013,1,0.0247746261251795,902
2013,2,0.00567501827054343,926
2013,3,0.0256707759863719,971
2013,4,0.0267971214832564,949
2014,1,0.00940100226337969,930
2014,2,-0.00702921287733633,931
2014,3,-0.00220837543653155,1170
2014,4,-0.00701887432259945,1105
2015,1,-0.0206965835981376,1078
2015,2,-0.0351982603773192,1128
2015,3,-0.026494177600504,1089
2015,4,-0.0789671848412747,1110
2016,1,-0.0691668301243448,1116
2016,2,-0.0373923881414009,1175
2016,3,-0.0131024581784561,1255
2016,4,-0.00828073370185937,1358
2017,1,0.00758446436914506,1272
2017,2,-0.00138895923826689,1251
2017,3,-0.0162934450969423,1405
2017,4,0.0227874711750014,1444
2018,1,-0.00949566797199726,1406
2018,2,-0.0174858368160529,1377
2018,3,-0.0300711982488925,1448
2018,4,-0.0262755554393497,1553
2019,1,-0.0334785564825941,1515
2019,2,-0.0407108476594147,1519
2019,3,-0.0281561790476147,1545
2019,4,-0.0240972530614887,1548
2020,1,-0.0303582820186634,1387
2020,2,-0.0204815254932569,1134
2020,3,-0.0225177340499983,1119
2020,4,-0.0351343150259884,1208
2021,1,-0.0471684286735294,1197
2021,2,-0.0653235989368796,593
2021,3,-0.083059189564555,885
2021,4,-0.0839366740895537,822
2022,1,-0.0130305856398942,781
2022,2,-0.0193284444577676,988
2022,3,0.0136597014252629,1627
2022,4,0.0346460153844069,1837
2023,1,0.0186637131804354,2089
2023,2,0.0470323912769824,2125
2023,3,0.0378585170407943,2192
2023,4,0.0302060874371151,2208
2024,1,0.030353226154968,2090
2024,2,0.0306623531046941,2255
2024,3,0.0248398687896895,2428
2024,4,0.00683432836304906,2338
2025,1,0.0161809649964796,2311
2025,2,0.0195852428219196,2247
