"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0176302174090121,584
2013,2,0.0222588381755077,576
2013,3,0.0256707759863718,607
2013,4,0.0302266444536804,574
2014,1,0.0130223047597302,552
2014,2,0.00737411394282086,629
2014,3,0.00432611187304206,652
2014,4,-0.00431605876433996,703
2015,1,-0.00813389971741873,628
2015,2,-0.00786309699524253,700
2015,3,-0.0333418701891455,713
2015,4,-0.0276989923002549,676
2016,1,-0.0309439727846855,705
2016,2,-0.0309762861087089,732
2016,3,-0.00488860388586444,783
2016,4,-0.00510236326401725,808
2017,1,0.00903125572443572,757
2017,2,0.0190112332455894,828
2017,3,0.0203278331118975,794
2017,4,0.00979180737847016,834
2018,1,-0.00197235138045379,735
2018,2,-0.0245893588426607,840
2018,3,-0.0295857807163607,902
2018,4,-0.0262755554393497,885
2019,1,-0.032204787607751,784
2019,2,-0.0123246900169339,784
2019,3,-0.0241580538552453,849
2019,4,-0.00372573646796072,825
2020,1,-0.0303582820186635,772
2020,2,-0.0135474886193989,598
2020,3,-0.0222836286558588,621
2020,4,-0.0369186803699561,623
2021,1,-0.0502666767374189,750
2021,2,-0.0667412240979525,371
2021,3,-0.0830591895645552,569
2021,4,-0.0839366740895539,516
2022,1,-0.0340997800764396,454
2022,2,-0.0176636744692182,584
2022,3,0.00859741230532124,830
2022,4,0.0343133006596787,950
2023,1,0.0209812444400492,971
2023,2,0.0512363020005265,1134
2023,3,0.0349781442509207,1067
2023,4,0.0347817225498494,1082
2024,1,0.0398158705066613,1058
2024,2,0.029267588569726,1115
2024,3,0.0248398687896893,1246
2024,4,0.0184194059846554,681
2025,1,0.021108857634726,632
2025,2,0.0161281385773753,695
2025,3,0.0249586886606741,699
