"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0714285714285714,8924
2013,2,0.0771704180064309,9314
2013,3,0.0588235294117647,9192
2013,4,0.0666666666666667,9146
2014,1,0.0629166666666667,8994
2014,2,0.0637068011314721,9308
2014,3,0.0342857142857143,9458
2014,4,0,9549
2015,1,0.0204081632653061,9678
2015,2,0,10190
2015,3,0,10078
2015,4,0,10202
2016,1,0,9760
2016,2,0,10320
2016,3,0.0117471264367816,10564
2016,4,0.00786713286713287,10057
2017,1,0.0161081081081081,10060
2017,2,0,10017
2017,3,0,10604
2017,4,0,10581
2018,1,0,10108
2018,2,0,10002
2018,3,0,10241
2018,4,0,10134
2019,1,0,9976
2019,2,0,9810
2019,3,0,9998
2019,4,0,9647
2020,1,0,9049
2020,2,0,8063
2020,3,0,7871
2020,4,0,7981
2021,1,0,6970
2021,2,0,3837
2021,3,0,5083
2021,4,0,4523
2022,1,0.0298573975044563,4472
2022,2,0.0909090909090909,5697
2022,3,0.0909090909090909,7546
2022,4,0.101818181818182,8648
2023,1,0.0726072607260726,9120
2023,2,0.0724876441515651,9795
2023,3,0.0542857142857143,10019
2023,4,0.0212632978723404,9330
2024,1,0.0526315789473684,9611
2024,2,0.0606060606060606,10079
2024,3,0.0476190476190476,10275
2024,4,0.05,9829
2025,1,0.0416666666666667,9897
2025,2,0.0623229461756374,10077
