"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0714285714285714,1591
2013,2,0.0675213675213675,1728
2013,3,0,1653
2013,4,0.0526315789473684,1762
2014,1,0.0309278350515464,1749
2014,2,0.05,1775
2014,3,0,1962
2014,4,0.0107369027058146,1874
2015,1,0,2084
2015,2,0.0152838427947598,2153
2015,3,0,2038
2015,4,0,2058
2016,1,0,1987
2016,2,0.0101010101010101,2255
2016,3,0,2250
2016,4,0,2039
2017,1,0,2103
2017,2,0,2112
2017,3,0,2219
2017,4,0,2329
2018,1,0,2193
2018,2,0,2290
2018,3,0,2383
2018,4,0,2430
2019,1,0,2463
2019,2,0,2395
2019,3,0,2521
2019,4,0,2389
2020,1,0,2136
2020,2,0,2103
2020,3,0,2016
2020,4,0,2205
2021,1,0,1794
2021,2,0,1123
2021,3,0,1431
2021,4,0,1253
2022,1,0,1117
2022,2,0.0909090909090909,1296
2022,3,0.09375,1639
2022,4,0.1,1976
2023,1,0.08,2120
2023,2,0.0702823344484301,2294
2023,3,0.0344827586206897,2373
2023,4,0.001,2359
2024,1,0,2341
2024,2,0.0606060606060606,2495
2024,3,0,2565
2024,4,0.025,2541
2025,1,0,2387
2025,2,0.0181818181818182,2567
